Cor,Placa,Marca,Ano,Kilometragem,Valor,Modelo,Categoria
Branco,6X-1098,Ferrari,1995,178720.0,32499.0,LaFerrari,SUV
Branco,8B-7952,Lamborghini,2022,94313.0,789505.0,Aventador,Pick-up
Azul,7N-6295,Mitsubishi,1990,223195.0,127151.0,Tiguan,Pick-up
Preto,8T-4725,Ford,2017,176015.0,430960.0,Gallardo,Sedan
Preto,6H-6534,Lamborghini,2008,134906.0,618843.0,S10,SUV
Azul,4A-8932,Chevrolet,2017,259011.0,528074.0,Voyage,Sedan
Verde,4Y-7721,Ferrari,2004,268707.0,742977.0,Tucson,Pick-up
Vermelho,6Z-9222,Chevrolet,2015,39624.0,865860.0,Tiguan,Sedan
Vermelho,6J-3238,Ford,1999,159745.0,543147.0,A3,Super Esportivo
Verde,6A-6315,Chevrolet,2017,25987.0,197190.0,Compass,Esportivo
Preto,9K-2248,Toyota,2023,148950.0,284205.0,458 Italia,Esportivo
Azul,2O-9402,Ferrari,2021,126148.0,511805.0,Aventador,Esportivo
Branco,4Q-4138,Ford,2000,60985.0,692971.0,Polo,Sedan
Azul,8B-9691,Toyota,2010,21450.0,777511.0,Cruze,Hatch
Vermelho,3F-9897,Toyota,2006,85061.0,163190.0,Fiesta Sedan,Sedan
Preto,2N-8043,Lamborghini,2000,139457.0,268144.0,Hilux,Sedan
Azul,9A-1998,Ferrari,2008,76939.0,270837.0,Eclipse GT,SUV
Preto,1F-4985,Honda,1998,133557.0,599167.0,Fiesta,Super Esportivo
Verde,9Y-2523,Lamborghini,1991,41642.0,969331.0,Reventón,Sedan
Azul,4W-5576,Toyota,2003,120032.0,349115.0,City,Esportivo
Vermelho,1K-9051,Mitsubishi,2023,97331.0,367331.0,Renegade,Super Esportivo
Branco,3G-4059,Honda,1992,265403.0,193075.0,812 Superfast,Pick-up
Azul,9B-5608,Mitsubishi,1996,146878.0,510524.0,Fusion,Super Esportivo
Branco,8G-8941,Honda,2006,245859.0,479711.0,California T,Pick-up
Preto,7U-5598,Ford,2011,70718.0,345261.0,F430,Hatch
Azul,4V-4426,Ford,2005,201635.0,595459.0,Hilux,Super Esportivo
Azul,3Y-9928,Chevrolet,2009,193214.0,708428.0,Aventador,Super Esportivo
Vermelho,4S-8986,Ferrari,2010,292188.0,586244.0,LaFerrari,Hatch
Azul,1B-4789,Lamborghini,1996,293131.0,659935.0,Huracan,Sedan
Preto,2D-3580,Ferrari,2012,18513.0,391987.0,Compass,Sedan
Verde,4R-4050,Ferrari,2005,122768.0,587519.0,F12 Berlinetta,Esportivo
Preto,1P-6602,Toyota,1999,204887.0,374314.0,F12 Berlinetta,Sedan
Branco,3V-5953,Chevrolet,2010,60566.0,925238.0,Uno,Sedan
Vermelho,1V-6952,Lamborghini,2021,81434.0,691281.0,Renegade,Pick-up
Branco,3N-4184,Honda,2003,254860.0,431715.0,Duster,Hatch
Azul,7P-6112,Mitsubishi,2023,193509.0,821890.0,Voyage,SUV
Vermelho,3M-3562,Toyota,1991,46483.0,456281.0,Compass,Pick-up
Branco,6I-2343,Ford,1990,166531.0,745621.0,Palio,SUV
Preto,6U-7328,Lamborghini,2013,177201.0,316423.0,S10,SUV
Branco,1L-9585,Toyota,2023,280179.0,675950.0,Renegade,Esportivo
Verde,3E-7638,Mitsubishi,1994,99416.0,387037.0,California T,Pick-up
Preto,7M-8340,Lamborghini,2016,10958.0,490865.0,Ranger,SUV
Preto,8T-4233,Ford,2007,126492.0,354436.0,Uno,Esportivo
Azul,2D-3984,Toyota,2013,113723.0,67260.0,California T,Pick-up
Azul,3V-9424,Chevrolet,2021,260714.0,723478.0,Essenza SCV12,Sedan
Azul,7R-4815,Ferrari,1991,53762.0,909194.0,California T,Esportivo
Azul,9K-9783,Ferrari,2012,44812.0,175446.0,F430,Sedan
Verde,5T-6920,Ferrari,2023,44793.0,902195.0,Focus,Sedan
Preto,2C-4452,Ferrari,2007,130402.0,905890.0,488 GTB,Super Esportivo
Preto,1V-9800,Toyota,2015,113947.0,407157.0,Fit,SUV
Verde,1W-3132,Honda,2017,92736.0,398646.0,Portofino,SUV
Azul,5O-2369,Lamborghini,2006,127990.0,227873.0,HR-V,Esportivo
Preto,3J-7195,Mitsubishi,2009,183476.0,270407.0,Eclipse GT,SUV
Verde,8S-2315,Ford,2012,207734.0,72481.0,812 Superfast,Pick-up
Verde,2H-5144,Chevrolet,2010,38886.0,816187.0,Compass,Hatch
Azul,1L-4828,Chevrolet,2014,69716.0,810082.0,Golf,Sedan
Vermelho,6T-9273,Lamborghini,2021,92765.0,591697.0,Eclipse GT,Super Esportivo
Vermelho,5P-5999,Chevrolet,2017,142239.0,307288.0,Aventador SVJ,Pick-up
Verde,1K-8803,Toyota,2015,242605.0,50281.0,Huracan,Pick-up
Verde,9L-8430,Mitsubishi,2001,108158.0,279436.0,Renegade,Pick-up
Verde,2F-3201,Ferrari,1996,96771.0,702644.0,Kicks,SUV
Preto,9J-9382,Ferrari,1997,143440.0,350941.0,Focus,Super Esportivo
Preto,5X-3213,Honda,1992,286435.0,213223.0,Strada,Hatch
Vermelho,7O-7910,Ford,1996,201091.0,796049.0,Essenza SCV12,SUV
Verde,9Y-9410,Ferrari,2004,186756.0,728808.0,Huracan,Pick-up
Vermelho,4E-5765,Honda,2012,286824.0,596753.0,Polo,Esportivo
Branco,3T-7967,Honda,2004,298392.0,424962.0,Aventador SVJ,Hatch
Preto,7K-7026,Toyota,2015,192010.0,232094.0,Duster,Pick-up
Preto,7L-2665,Honda,2010,131372.0,612411.0,City,Hatch
Vermelho,3E-4863,Ferrari,2009,73991.0,804454.0,458 Italia,Sedan
Azul,7H-8920,Ford,2022,105717.0,855377.0,Duster,Sedan
Azul,6K-9292,Lamborghini,2011,86127.0,747224.0,Palio,Esportivo
Azul,2S-8947,Chevrolet,2021,286645.0,672970.0,Corolla,SUV
Vermelho,9J-6004,Ford,2000,297716.0,199307.0,Sian,Hatch
Branco,2G-6907,Lamborghini,1994,38986.0,347647.0,488 GTB,Sedan
Preto,4K-6657,Chevrolet,2013,83066.0,190729.0,Ranger,Esportivo
Vermelho,3E-6003,Chevrolet,2005,10318.0,761131.0,Eclipse GT,Sedan
Verde,5R-8401,Chevrolet,2021,237187.0,135319.0,Aventador,Esportivo
Verde,5T-5294,Mitsubishi,2004,204029.0,231113.0,812 GTS,SUV
Vermelho,5G-4362,Ferrari,2012,277337.0,346150.0,Uno,Hatch
Branco,6J-3776,Honda,2020,72229.0,223923.0,Cruze,Pick-up
Branco,7A-4019,Chevrolet,1996,178655.0,750465.0,Fiesta Sedan,Esportivo
Vermelho,3T-5014,Ferrari,2020,111844.0,582975.0,Aventador,Super Esportivo
Azul,7S-6331,Lamborghini,2003,260299.0,801816.0,California T,Pick-up
Azul,8V-2187,Chevrolet,1999,3286.0,798404.0,Focus,Super Esportivo
Azul,7S-3965,Chevrolet,1990,157131.0,605718.0,Focus,SUV
Vermelho,7S-8194,Mitsubishi,1992,277469.0,601621.0,Golf,Super Esportivo
Azul,3P-7350,Ford,2017,103975.0,408877.0,488 GTB,Sedan
Vermelho,2G-7894,Ford,2011,142882.0,144572.0,F12 Berlinetta,Pick-up
Verde,9T-6669,Honda,2006,9462.0,328205.0,458 Speciale,Pick-up
Vermelho,9W-7354,Honda,1996,39048.0,994812.0,F12 Berlinetta,Sedan
Vermelho,1Y-1698,Ford,2003,238643.0,302283.0,Voyage,Sedan
Verde,6A-3570,Ford,2004,197288.0,783444.0,A3,Hatch
Vermelho,2W-5703,Ferrari,2021,268905.0,904301.0,Aventador SVJ,Pick-up
Branco,5A-3873,Lamborghini,2018,25541.0,836904.0,458 Speciale,Sedan
Preto,1Q-3572,Chevrolet,2017,187054.0,199826.0,Tiguan,Super Esportivo
Vermelho,9W-6918,Honda,2007,160405.0,235401.0,Ranger,Super Esportivo
Verde,4Q-5079,Toyota,2020,270737.0,34631.0,Reventón,SUV
Verde,2J-5723,Mitsubishi,2004,238756.0,562223.0,458 Italia,Super Esportivo
Vermelho,6R-7209,Ford,1996,112067.0,903983.0,Corolla,SUV
Preto,3T-8254,Ford,2022,167647.0,325512.0,Fiesta Sedan,Esportivo
Branco,1E-3717,Ford,2013,67111.0,951137.0,Reventón,Hatch
Branco,7R-2377,Chevrolet,2020,136050.0,188018.0,Essenza SCV12,Hatch
Azul,6I-2353,Ferrari,2004,176300.0,995817.0,LaFerrari,Super Esportivo
Branco,7Y-9224,Ferrari,2000,193152.0,998941.0,S10,Sedan
Vermelho,4U-7528,Honda,2021,39563.0,389518.0,F8 Tributo,Hatch
Branco,3A-9891,Ferrari,2013,281846.0,535523.0,Urus,Sedan
Preto,2O-1122,Honda,1990,98468.0,916682.0,Duster,SUV
Verde,5L-9939,Ferrari,2016,116807.0,483806.0,488 Pista,Esportivo
Preto,3G-2111,Honda,2004,148688.0,35876.0,S10,Hatch
Verde,8K-3754,Chevrolet,1997,227339.0,382295.0,City,Sedan
Branco,8M-8384,Honda,1991,80423.0,711541.0,Golf,Pick-up
Verde,3R-6841,Lamborghini,2019,104123.0,857058.0,Urus,Esportivo
Verde,8A-7967,Mitsubishi,2017,163474.0,955464.0,Portofino,SUV
Azul,5W-5201,Ferrari,1991,142854.0,110797.0,City,SUV
Preto,6A-5209,Ford,2009,144757.0,714843.0,Creta,Pick-up
Verde,8T-8262,Ford,1994,12179.0,630150.0,812 Superfast,Sedan
Branco,2S-2303,Lamborghini,2016,274445.0,739387.0,Polo,Super Esportivo
Preto,4B-8433,Ford,2023,268573.0,72658.0,Renegade,Pick-up
Branco,3M-2310,Ferrari,2009,46974.0,434711.0,Aventador,Hatch
Preto,9F-1393,Lamborghini,2003,35658.0,852785.0,Hilux,Pick-up
Vermelho,5C-6141,Chevrolet,2011,131063.0,224110.0,S10,Esportivo
Preto,2P-8147,Honda,2016,107135.0,728147.0,Huracan,Sedan
Preto,1B-9819,Toyota,2023,176285.0,831777.0,Creta,Esportivo
Preto,9K-1197,Ferrari,1993,138318.0,939623.0,Palio,Hatch
Preto,7P-4842,Ferrari,1992,80977.0,585624.0,488 GTB,SUV
Preto,6X-3149,Mitsubishi,1995,75251.0,926799.0,California T,SUV
Branco,2G-2744,Ferrari,2012,199549.0,205241.0,Compass,Esportivo
Azul,2L-5418,Mitsubishi,2019,175797.0,795404.0,Golf,Hatch
Verde,6F-1652,Chevrolet,1996,14185.0,723883.0,488 GTB,Super Esportivo
Azul,9V-5637,Ford,2007,11592.0,546063.0,Golf,Esportivo
Preto,5O-2990,Honda,1993,151422.0,148380.0,812 GTS,Pick-up
Verde,5N-1541,Honda,1997,57701.0,781441.0,Ranger,Hatch
Branco,9B-2849,Lamborghini,1995,244678.0,196074.0,Compass,Sedan
Verde,4I-4893,Ferrari,1991,294676.0,463071.0,Voyage,SUV
Preto,3A-2925,Toyota,2022,155542.0,981204.0,Aventador SVJ,Super Esportivo
Vermelho,6B-1988,Ferrari,2023,1929.0,520998.0,City,SUV
Preto,7Y-5717,Toyota,2014,110143.0,735048.0,488 Pista,Esportivo
Branco,3F-1967,Ford,1991,198863.0,489547.0,Portofino,Super Esportivo
Vermelho,8Q-2106,Ferrari,1995,283038.0,325187.0,City,Hatch
Preto,9J-9405,Toyota,2003,197903.0,821640.0,Urus,Pick-up
Verde,8F-1816,Mitsubishi,2012,227661.0,348331.0,Duster,Sedan
Verde,4I-1997,Ford,1992,218553.0,516087.0,HR-V,Hatch
Branco,5D-5008,Chevrolet,2018,267096.0,442691.0,Aventador SVJ,Hatch
Preto,3H-2078,Ferrari,1997,188737.0,995111.0,F8 Tributo,SUV
Verde,4A-5704,Honda,2023,201468.0,967081.0,Tiguan,SUV
Azul,5S-3813,Ferrari,1998,139942.0,303969.0,Creta,Esportivo
Preto,5Q-7590,Ford,2001,142547.0,999572.0,812 GTS,Sedan
Branco,7Y-5081,Honda,1992,85482.0,789882.0,Focus,Pick-up
Preto,3Q-7500,Mitsubishi,1993,213558.0,996953.0,812 Superfast,Esportivo
Vermelho,4W-9731,Ferrari,1999,76432.0,223043.0,488 GTB,Pick-up
Azul,6Q-4317,Ford,2010,167593.0,844826.0,Tiguan,Hatch
Azul,4F-7246,Toyota,1998,10574.0,149348.0,Fusion,Super Esportivo
Azul,8H-5735,Chevrolet,2004,177752.0,828138.0,Golf,Sedan
Vermelho,3N-9002,Ferrari,2006,134923.0,119756.0,LaFerrari,Hatch
Azul,2V-2988,Ferrari,2007,60229.0,146465.0,Aventador SVJ,Super Esportivo
Vermelho,1Q-1044,Toyota,1990,159957.0,730969.0,Corolla,SUV
Branco,6B-6041,Toyota,2001,110687.0,401472.0,Fit,SUV
Preto,2A-7777,Ford,2013,231312.0,676566.0,HR-V,Hatch
Branco,6O-7327,Honda,2003,269536.0,10800.0,Civic,SUV
Vermelho,1F-5174,Lamborghini,2002,115993.0,718818.0,812 Superfast,Esportivo
Preto,6A-8763,Ford,2011,206077.0,796274.0,Essenza SCV12,Sedan
Preto,2R-8130,Toyota,2001,127466.0,685726.0,Portofino,Sedan
Preto,2Q-1472,Toyota,2000,47392.0,288573.0,458 Italia,Hatch
Verde,5G-1584,Mitsubishi,1993,132456.0,980106.0,Essenza SCV12,SUV
Vermelho,9D-3171,Honda,2015,133488.0,911186.0,Aventador SVJ,Sedan
Azul,1R-4988,Ferrari,2022,89855.0,551090.0,Renegade,Esportivo
Vermelho,8X-3130,Honda,2009,84655.0,218177.0,Cruze,Hatch
Verde,4X-5926,Mitsubishi,2009,123572.0,974662.0,812 Superfast,Pick-up
Azul,4P-5290,Ford,2014,68933.0,372949.0,Renegade,Hatch
Verde,4N-7212,Mitsubishi,2014,25703.0,853673.0,C4 Cactus,Super Esportivo
Vermelho,6B-4906,Mitsubishi,2010,229746.0,817653.0,Reventón,Pick-up
Branco,1Y-5185,Chevrolet,2023,81333.0,144282.0,Palio,Esportivo
Vermelho,6Z-1109,Ferrari,2009,145583.0,637682.0,A3,Sedan
Azul,1Q-1686,Ford,1996,77041.0,345999.0,Civic,SUV
Azul,1N-4663,Mitsubishi,2022,226979.0,711482.0,Onix,Esportivo
Preto,3A-1666,Lamborghini,2010,182579.0,898071.0,458 Italia,Pick-up
Azul,1Z-8997,Lamborghini,1990,28606.0,819304.0,488 GTB,Sedan
Vermelho,5F-7210,Toyota,1990,257658.0,620262.0,Strada,Esportivo
Preto,5X-8755,Mitsubishi,2001,247166.0,935865.0,Hilux,SUV
Branco,6L-2769,Lamborghini,2010,91524.0,924437.0,LaFerrari,SUV
Branco,2Y-4464,Ford,1992,144633.0,303379.0,812 GTS,Super Esportivo
Branco,4G-2353,Mitsubishi,2007,24168.0,361355.0,Onix,Esportivo
Azul,5C-6221,Mitsubishi,2019,284591.0,970149.0,California T,Hatch
Preto,6B-3949,Ford,2009,127713.0,701725.0,Palio,SUV
Branco,6M-5736,Lamborghini,2012,89131.0,745879.0,Civic,SUV
Azul,2U-4303,Ferrari,2023,293603.0,652975.0,458 Italia,Pick-up
Branco,8B-8095,Toyota,2002,236782.0,860139.0,488 Pista,Sedan
Azul,6T-1692,Ferrari,2018,227789.0,523507.0,Creta,Sedan
Verde,3H-1616,Chevrolet,2009,236129.0,490783.0,F8 Tributo,SUV
Vermelho,4J-3802,Chevrolet,2008,238651.0,294724.0,488 GTB,Super Esportivo
Verde,6T-6816,Ford,2005,58772.0,199191.0,Ranger,SUV
Vermelho,1U-8316,Mitsubishi,1997,93352.0,569081.0,Fiesta,Hatch
Verde,3H-6984,Chevrolet,2014,105109.0,276963.0,488 GTB,Hatch
Branco,7I-9852,Lamborghini,2001,133240.0,820463.0,S10,Esportivo
Azul,2Z-2312,Ferrari,2017,26278.0,468182.0,Creta,Super Esportivo
Verde,3Z-1271,Ferrari,1998,201900.0,849118.0,Hilux,Esportivo
Branco,7W-4464,Lamborghini,2021,119728.0,741921.0,Sian,Hatch
Azul,4O-7170,Ford,1995,237462.0,852622.0,Onix,Super Esportivo
Preto,4D-3610,Lamborghini,2018,129634.0,264390.0,Uno,Sedan
Vermelho,6Y-6821,Chevrolet,2008,247458.0,99187.0,Corolla,Pick-up
Azul,3T-7242,Mitsubishi,2006,126914.0,459702.0,Corolla,Hatch
Branco,9P-7234,Lamborghini,2020,293046.0,739267.0,812 Superfast,Super Esportivo
Preto,5Q-5429,Toyota,2023,222464.0,724537.0,Fiesta,Hatch
Vermelho,9G-7450,Honda,2007,229992.0,514451.0,Tucson,Sedan
Azul,6F-9349,Chevrolet,2023,55847.0,420110.0,Urus,Hatch
Branco,7X-6250,Honda,2007,31851.0,761619.0,Fit,Esportivo
Verde,1D-7381,Toyota,2012,192830.0,591183.0,F8 Tributo,Super Esportivo
Verde,4D-3722,Ford,2001,192992.0,767319.0,812 GTS,Sedan
Verde,3F-8889,Ford,2011,231580.0,592777.0,Portofino,Sedan
Azul,2N-9089,Ferrari,1994,54000.0,95763.0,Renegade,Pick-up
Preto,3T-5032,Mitsubishi,2017,179013.0,610921.0,Fiesta,Super Esportivo
Azul,4G-7326,Mitsubishi,2016,138740.0,698150.0,Cruze,Esportivo
Branco,8Q-3677,Ferrari,2018,237449.0,438359.0,Aventador,Sedan
Azul,7U-4192,Mitsubishi,2012,120914.0,655964.0,Kicks,Esportivo
Verde,8E-7425,Ford,2020,190346.0,633290.0,California T,SUV
Vermelho,8T-9005,Mitsubishi,2004,138422.0,488762.0,Hilux,Sedan
Preto,3L-1799,Honda,1999,189244.0,320656.0,Golf,SUV
Branco,1N-3249,Toyota,2018,179919.0,782259.0,Fiesta,Sedan
Branco,8T-4356,Ford,1991,64028.0,447531.0,Essenza SCV12,SUV
Preto,2R-3562,Honda,2012,211820.0,87316.0,Hilux,Hatch
Branco,5V-6845,Ford,1999,265909.0,205238.0,Aventador,Super Esportivo
Verde,9Z-5156,Honda,2015,31204.0,316606.0,812 Superfast,Sedan
Verde,5R-9672,Ford,2004,37039.0,12724.0,LaFerrari,Hatch
Preto,4B-3649,Honda,1998,259243.0,319329.0,Aventador,Esportivo
Verde,9Q-9365,Honda,2020,107673.0,344978.0,488 Pista,Pick-up
Verde,1F-1324,Mitsubishi,2002,287331.0,260828.0,Essenza SCV12,Super Esportivo
Preto,3E-9687,Honda,2023,201464.0,576836.0,City,Sedan
Vermelho,8L-3126,Toyota,1994,218864.0,497986.0,Kicks,Hatch
Azul,1P-3203,Mitsubishi,2013,171569.0,393402.0,Fiesta Sedan,Super Esportivo
Preto,5R-3451,Ford,2011,245418.0,548346.0,488 GTB,Esportivo
Preto,4R-2163,Ferrari,2008,7495.0,459581.0,HR-V,SUV
Azul,9N-9136,Honda,2010,257758.0,232849.0,Gallardo,Pick-up
Preto,8T-4174,Ferrari,1993,299375.0,972072.0,458 Italia,Sedan
Preto,3H-2775,Lamborghini,2003,288866.0,795557.0,Fit,Sedan
Preto,9D-4008,Mitsubishi,2012,83381.0,43978.0,City,Hatch
Verde,3T-8427,Ferrari,2023,252611.0,67522.0,812 Superfast,Hatch
Vermelho,3O-4021,Lamborghini,2003,160678.0,470242.0,Duster,Super Esportivo
Verde,1S-8855,Ford,2010,38429.0,267788.0,Polo,Sedan
Azul,3M-1805,Lamborghini,2023,228850.0,510250.0,Corolla,Super Esportivo
Preto,6L-5671,Chevrolet,2022,241824.0,469826.0,Compass,Pick-up
Azul,4S-4315,Ford,2015,78042.0,649891.0,C4 Cactus,Hatch
Vermelho,1I-9701,Lamborghini,2016,219412.0,759506.0,Onix,Super Esportivo
Verde,7Z-4556,Toyota,2023,41458.0,509482.0,Gallardo,Sedan
Verde,7B-6187,Mitsubishi,2021,146820.0,604393.0,A3,Pick-up
Preto,3W-5515,Honda,1995,39081.0,547480.0,Aventador SVJ,Sedan
Azul,6X-1734,Lamborghini,1992,153377.0,630748.0,Eclipse GT,SUV
Azul,2Z-1066,Ford,1997,80239.0,215992.0,Creta,Esportivo
Verde,1E-2659,Ferrari,1998,61311.0,698084.0,Civic,Pick-up
Vermelho,9Z-4648,Ford,2011,256548.0,417023.0,S10,SUV
Azul,3U-7623,Chevrolet,2000,119337.0,570158.0,488 Pista,Esportivo
Branco,6C-2783,Chevrolet,1998,244511.0,51598.0,Fusion,Sedan
Verde,5A-4987,Ford,2010,96296.0,539126.0,Cruze,SUV
Azul,1X-3416,Chevrolet,1991,98014.0,69659.0,Civic,Sedan
Verde,8Y-2805,Mitsubishi,2013,35093.0,220956.0,Huracan,Super Esportivo
Verde,6R-9411,Lamborghini,2022,84725.0,15461.0,A3,Pick-up
Branco,5W-9430,Toyota,2009,116658.0,253446.0,Compass,Hatch
Verde,3T-6409,Ford,2004,271450.0,169303.0,Essenza SCV12,Esportivo
Preto,8D-1210,Honda,2004,129174.0,247325.0,Golf,Esportivo
Preto,6U-8055,Ferrari,2021,186123.0,827268.0,Civic,Hatch
Verde,1I-8792,Toyota,2016,5017.0,750377.0,458 Italia,Pick-up
Azul,5M-9567,Chevrolet,2002,83928.0,530077.0,Aventador SVJ,Pick-up
Vermelho,8T-3291,Toyota,2023,4658.0,20179.0,Creta,SUV
Branco,9R-1096,Mitsubishi,1990,127990.0,772497.0,F12 Berlinetta,Esportivo
Branco,7R-1185,Ferrari,2013,227812.0,858107.0,812 Superfast,Pick-up
Verde,3K-6441,Chevrolet,1994,87634.0,864222.0,Eclipse GT,Super Esportivo
Verde,2I-3906,Toyota,2010,290188.0,29351.0,HR-V,Hatch
Preto,1Q-5895,Honda,2010,29693.0,955445.0,Aventador,Sedan
Preto,2B-1298,Ford,2003,219740.0,481589.0,Portofino,Super Esportivo
Vermelho,1C-2478,Chevrolet,1997,155877.0,825581.0,Urus,Pick-up
Azul,5Z-8692,Ford,1998,286897.0,861212.0,Voyage,Esportivo
Vermelho,5O-7233,Ferrari,2000,201501.0,209572.0,Golf,Esportivo
Preto,5G-6310,Mitsubishi,1990,273367.0,692268.0,Tucson,SUV
Branco,6M-3429,Ford,2003,131550.0,287652.0,812 GTS,Esportivo
Verde,8O-9101,Mitsubishi,2012,195954.0,991088.0,Portofino,Pick-up
Branco,8T-5428,Mitsubishi,2006,173279.0,394207.0,Hilux,Super Esportivo
Verde,7S-8532,Toyota,2020,143745.0,22438.0,Fit,Pick-up
Azul,4B-4009,Lamborghini,2000,25895.0,500068.0,Tucson,Esportivo
Preto,3T-8138,Mitsubishi,2013,39646.0,310198.0,LaFerrari,Esportivo
Preto,5T-1461,Chevrolet,2004,26749.0,742947.0,A3,Hatch
Verde,5V-4783,Ford,1999,22646.0,458564.0,Renegade,Pick-up
Azul,3C-3635,Chevrolet,1990,228709.0,727184.0,Uno,Hatch
Verde,4E-4304,Ford,2019,69721.0,362443.0,Sian,SUV
Preto,9V-9980,Mitsubishi,1997,104001.0,831814.0,C4 Cactus,Hatch
Verde,3M-7763,Ferrari,1995,172032.0,147063.0,Aventador,Super Esportivo
Preto,7Y-8582,Ford,2000,241133.0,28175.0,Ranger,Esportivo
Branco,2Z-2749,Ferrari,1999,204837.0,810706.0,Golf,Esportivo
Vermelho,8A-9258,Ferrari,2002,93715.0,38450.0,Tucson,Sedan
Preto,7M-8377,Honda,1993,209972.0,924611.0,Tiguan,Pick-up
Verde,5V-3165,Honda,2007,31572.0,267506.0,S10,Hatch
Preto,6P-9374,Mitsubishi,2003,142002.0,527760.0,Cruze,SUV
Preto,8N-9332,Ferrari,2015,110422.0,749253.0,812 Superfast,Hatch
Azul,4O-4971,Ford,2012,229594.0,496320.0,Civic,SUV
Vermelho,3K-4590,Chevrolet,2007,155782.0,122108.0,Tiguan,Esportivo
Azul,7X-3108,Ferrari,2015,22668.0,629856.0,Hilux,Pick-up
Verde,9F-1416,Lamborghini,2018,48965.0,456112.0,Essenza SCV12,Esportivo
Preto,5J-5279,Mitsubishi,1995,167650.0,956944.0,Golf,Super Esportivo
Azul,6U-8734,Ford,1992,100852.0,523038.0,Renegade,Super Esportivo
Preto,5W-2414,Chevrolet,2017,35534.0,468385.0,California T,Super Esportivo
Preto,9Q-8813,Mitsubishi,2023,69680.0,709768.0,Tucson,Hatch
Azul,1M-5814,Mitsubishi,1991,104384.0,906008.0,Tiguan,Super Esportivo
Preto,4N-4073,Honda,1993,39158.0,860721.0,812 Superfast,Sedan
Azul,4L-3376,Ferrari,2008,174056.0,985987.0,Compass,Sedan
Verde,1U-5440,Chevrolet,1998,172928.0,141479.0,Duster,Esportivo
Vermelho,1A-6920,Chevrolet,1996,170170.0,813830.0,Cruze,Hatch
Vermelho,6A-9445,Lamborghini,1992,265972.0,437976.0,Renegade,SUV
Branco,6S-2198,Ferrari,1996,102997.0,528982.0,812 Superfast,Hatch
Verde,4U-3646,Chevrolet,2021,281933.0,813579.0,City,Super Esportivo
Preto,1V-9366,Chevrolet,2003,148892.0,495237.0,Strada,Hatch
Verde,6L-3791,Mitsubishi,2021,77149.0,585992.0,Portofino,Esportivo
Preto,5Y-5177,Chevrolet,2009,35612.0,155708.0,Tiguan,Sedan
Verde,2M-5607,Lamborghini,2014,254783.0,270176.0,Eclipse GT,Sedan
Vermelho,3D-3290,Lamborghini,1999,102668.0,828901.0,F430,Sedan
Preto,1R-6002,Lamborghini,1996,194488.0,918954.0,Palio,Esportivo
Azul,6V-4209,Toyota,2017,94414.0,445595.0,City,Esportivo
Vermelho,3E-7815,Ferrari,2005,48844.0,877970.0,Hilux,Hatch
Branco,5S-8085,Ferrari,2017,60224.0,872681.0,Corolla,Sedan
Azul,6I-8284,Honda,2000,35386.0,668729.0,Tiguan,Hatch
Preto,5Q-3409,Ford,2011,85635.0,350563.0,Voyage,Esportivo
Azul,4L-3556,Honda,2011,59360.0,586307.0,F12 Berlinetta,Sedan
Preto,1U-9606,Honda,1990,53423.0,964071.0,Corolla,Sedan
Verde,8V-9327,Toyota,2018,199359.0,345689.0,458 Speciale,Esportivo
Verde,1S-4408,Lamborghini,1994,260253.0,690105.0,Cruze,Super Esportivo
Azul,9H-2554,Chevrolet,2011,71439.0,165449.0,Essenza SCV12,Pick-up
Azul,3V-7093,Chevrolet,2017,145878.0,967906.0,Creta,Pick-up
Preto,8G-5743,Toyota,1993,156439.0,803299.0,Cruze,Sedan
Azul,3W-3776,Ferrari,2001,159082.0,479544.0,Tucson,Pick-up
Preto,4J-5557,Ferrari,2018,48366.0,11555.0,Aventador SVJ,SUV
Vermelho,5X-7580,Ferrari,2019,176150.0,213494.0,F8 Tributo,SUV
Vermelho,8Z-5736,Toyota,1997,171660.0,216116.0,Duster,Esportivo
Preto,2B-4632,Mitsubishi,2002,280621.0,89880.0,Sian,SUV
Branco,7B-4817,Lamborghini,2011,254754.0,63515.0,812 GTS,Pick-up
Vermelho,4O-7835,Ferrari,1992,62277.0,941116.0,Kicks,Sedan
Vermelho,4L-4097,Toyota,2022,65930.0,826467.0,Eclipse GT,Hatch
Verde,9J-8852,Honda,2012,231170.0,618958.0,Voyage,Super Esportivo
Branco,9X-7287,Mitsubishi,2018,253764.0,613413.0,458 Italia,Pick-up
Preto,5G-2796,Ferrari,2010,178894.0,98028.0,Golf,Esportivo
Verde,6T-1836,Toyota,2001,151290.0,300794.0,F430,Esportivo
Verde,2Y-5971,Toyota,2011,289982.0,810854.0,F430,Super Esportivo
Azul,2K-4163,Ferrari,2005,207666.0,983739.0,HR-V,Pick-up
Azul,7C-6321,Chevrolet,1991,34794.0,261584.0,Essenza SCV12,Hatch
Verde,9L-8777,Ferrari,2022,184224.0,847427.0,488 GTB,Hatch
Preto,1J-8401,Ford,1993,25982.0,264590.0,Duster,Pick-up
Vermelho,7R-3558,Lamborghini,2021,259841.0,773501.0,488 GTB,Esportivo
Verde,3S-2225,Ford,2004,84309.0,419196.0,Fit,Pick-up
Vermelho,3N-1320,Ford,2002,261165.0,262871.0,Reventón,Hatch
Preto,5Y-4034,Mitsubishi,1991,276283.0,707217.0,HR-V,Super Esportivo
